Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
0.0,0.0,0.0,0.0,1.55526733398438,4.94235229492188,0.110916137695312
0.005,0.0,0.0,0.0,1.55526733398438,4.94235229492188,0.110916137695312
0.01,0.0,0.0,0.0,1.55526733398438,4.94235229492188,0.110916137695312
0.015,0.0,0.0,0.0,1.55526733398438,4.94235229492188,0.110916137695312
0.02,0.0,0.0,0.0,1.55526733398438,4.94235229492188,0.110916137695312
0.025,0.0,0.0,0.0,1.55526733398438,4.94235229492188,0.110916137695312
0.03,-0.629852294921875,-4.79110717773438,0.830963134765625,1.55526733398438,4.94235229492188,0.110916137695312
0.035,-0.606033325195312,-4.85220336914062,0.56036376953125,1.51460266113281,5.11463928222656,-0.113998413085938
0.039932261,-0.568161010742188,-4.90596008300781,0.253692626953125,1.58638000488281,5.37783813476562,-0.3724365234375
0.044736078,-0.5076904296875,-4.91084289550781,-0.079833984375,1.7945556640625,5.50227355957031,-0.616500854492188
0.049558807,-0.425827026367188,-4.85464477539062,-0.425582885742188,2.01229858398438,5.53816223144531,-1.00413513183594
0.054393514,-0.315261840820312,-4.70742797851562,-0.780502319335938,2.15586853027344,5.59797668457031,-1.34391784667969
0.059205431,-0.185760498046875,-4.43252563476562,-1.14335632324219,2.23722839355469,5.70088195800781,-1.36067199707031
0.064076986,-0.0580902099609375,-4.02264404296875,-1.512939453125,2.18458557128906,5.88990783691406,-1.33673095703125
0.068897393,0.0616455078125,-3.54127502441406,-1.87640380859375,2.06733703613281,5.94734191894531,-1.29367065429688
0.073956932,0.175262451171875,-3.06356811523438,-2.21726989746094,1.90940856933594,5.94255065917969,-1.28408813476562
0.078768705,0.28765869140625,-2.63595581054688,-2.522705078125,1.70123291015625,5.85641479492188,-1.22906494140625
0.08349998,0.403732299804688,-2.25967407226562,-2.79698181152344,1.20353698730469,5.83486938476562,-1.29367065429688
0.088478683,0.528961181640625,-1.93162536621094,-3.04927062988281,0.811111450195312,5.84443664550781,-1.3343505859375
0.093250927,0.662124633789062,-1.6640625,-3.27284240722656,0.607711791992188,5.80615234375,-1.3941650390625
0.098099409,0.794677734375,-1.45942687988281,-3.46221923828125,0.3157958984375,5.66737365722656,-1.38459777832031
0.102966815,0.913192749023438,-1.29876708984375,-3.64303588867188,-0.1651611328125,5.50704956054688,-1.171630859375
0.10779061,1.00053405761719,-1.18392944335938,-3.85011291503906,-0.705947875976562,5.37066650390625,-0.798355102539062
0.112794265,1.04513549804688,-1.10206604003906,-4.0999755859375,-1.26347351074219,5.37545776367188,-0.470535278320312
0.117858184,1.05979919433594,-1.04037475585938,-4.3944091796875,-1.75639343261719,5.39219665527344,-0.475326538085938
0.122618005,1.06591796875,-1.01348876953125,-4.71388244628906,-1.96696472167969,5.17684936523438,-0.599746704101562
0.12752652,1.07568359375,-1.00921630859375,-5.03031921386719,-2.05549621582031,4.78921508789062,-0.705032348632812
0.132276326,1.08668518066406,-1.03486633300781,-5.33697509765625,-2.09617614746094,4.48052978515625,-0.870132446289062
0.137131277,1.0872802734375,-1.09474182128906,-5.63569641113281,-2.34263610839844,4.32022094726562,-0.879714965820312
0.142093105,1.05369567871094,-1.16072082519531,-5.93746948242188,-2.73506164550781,4.17185974121094,-0.774429321289062
0.14695058,0.976715087890625,-1.21751403808594,-6.24839782714844,-2.89299011230469,3.82968139648438,-0.829452514648438
0.151945942,0.85943603515625,-1.28839111328125,-6.552001953125,-3.16098022460938,3.34634399414062,-0.862960815429688
0.156753568,0.696334838867188,-1.39649963378906,-6.85926818847656,-3.93147277832031,3.1907958984375,-0.752883911132812
0.16155644,0.484359741210938,-1.49363708496094,-7.19157409667969,-4.99867248535156,3.23387145996094,-0.4801025390625
0.16632029,0.237564086914062,-1.53273010253906,-7.52511596679688,-6.24772644042969,3.26258850097656,-0.219284057617188
0.171143157,-0.0171661376953125,-1.53089904785156,-7.80366516113281,-7.36994934082031,3.31044006347656,-0.171432495117188
0.175758625,-0.241348266601562,-1.50706481933594,-7.97227478027344,-8.37254333496094,3.59280395507812,-0.341323852539062
0.180564384,-0.398330688476562,-1.41543579101562,-8.00892639160156,-9.14303588867188,4.0928955078125,-0.563858032226562
0.18537435,-0.459426879882812,-1.2279052734375,-7.91485595703125,-9.29139709472656,4.71742248535156,-0.891677856445312
0.19009776,-0.403228759765625,-0.879714965820312,-7.68699645996094,-9.19088745117188,5.27255249023438,-1.29367065429688
0.195098953,-0.208358764648438,-0.28350830078125,-7.35408020019531,-9.07125854492188,5.33477783203125,-1.87033081054688
0.199893112,0.119064331054688,0.4990234375,-6.94845581054688,-8.78411865234375,4.79159545898438,-2.50921630859375
0.204613955,0.538116455078125,1.29132080078125,-6.52023315429688,-8.7386474609375,3.92779541015625,-3.10502624511719
0.209435399,0.993820190429688,2.02497863769531,-6.15615844726562,-9.07603454589844,2.96588134765625,-3.40412902832031
0.214036006,1.41838073730469,2.66943359375,-5.95945739746094,-9.899169921875,2.09010314941406,-3.40652465820312
0.218602663,1.74397277832031,3.16668701171875,-5.99427795410156,-10.6217956542969,1.47036743164062,-3.17681884765625
0.2233999,1.9473876953125,3.51976013183594,-6.24900817871094,-11.0501098632812,0.814727783203125,-3.02128601074219
0.228129451,2.04818725585938,3.76838684082031,-6.66256713867188,-10.9591827392578,0.0561981201171875,-3.06674194335938
0.232928854,2.09400939941406,3.95408630371094,-7.15126037597656,-10.5906982421875,-0.654464721679688,-3.8348388671875
0.237690062,2.15203857421875,4.12452697753906,-7.65400695800781,-10.3872985839844,-1.16651916503906,-4.76805114746094
0.242226872,2.2332763671875,4.33345031738281,-8.138427734375,-10.2628784179688,-1.39144897460938,-5.34710693359375
0.246990334,2.31513977050781,4.59979248046875,-8.5672607421875,-10.2150268554688,-1.468017578125,-5.69645690917969
